start station name,tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,birth year,gender,Month,Year
Liberty Light Rail,811.7073954983923,3192.0,40.711242299999896,-74.05570129999981,3292.3536977491963,40.717593447528664,-74.04505560746875,28555.221864951767,1979.813504823151,1.0803858520900322,December,2019
Lincoln Park,771.8842975206611,3193.0,40.72460509988687,-74.07840594649316,3276.8925619834713,40.72808237032186,-74.06376567197887,28665.537190082643,1980.2479338842975,1.140495867768595,December,2019
Manila & 1st,357.90225563909775,3273.0,40.72165072487986,-74.04288411140442,3297.8796992481202,40.72370054814855,-74.04412350442539,28490.007518796992,1980.1829573934838,1.218045112781955,December,2019
Marin Light Rail,431.03795620437955,3276.0,40.71458403535873,-74.04281705617905,3296.524087591241,40.71909350225556,-74.041956174246,28443.678832116788,1983.0248175182483,1.2262773722627738,December,2019
McGinley Square,397.56236786469344,3194.0,40.72533992535565,-74.06762212514876,3278.6236786469344,40.72737562253109,-74.06308200855472,28495.854122621564,1982.5158562367865,1.1331923890063424,December,2019
Monmouth and 6th,365.6180698151951,3278.0,40.725685483629086,-74.0487903356552,3270.6365503080083,40.72145675274144,-74.04292188807605,28521.685831622177,1983.0862422997945,1.3921971252566736,December,2019
Montgomery St,435.78712871287127,3483.0,40.71942000000014,-74.05098999999983,3279.5742574257424,40.72107309540386,-74.04292570853762,28354.23267326733,1979.6881188118812,1.2128712871287128,December,2019
Morris Canal,405.1743119266055,3267.0,40.71241882375722,-74.03852552175522,3483.4495412844035,40.7180271849791,-74.03695421180274,28565.809633027522,1977.9288990825687,1.2477064220183487,December,2019
Newark Ave,393.2803347280335,3211.0,40.721525149999856,-74.04630454300042,3275.7489539748954,40.72210300554817,-74.04434438824204,28667.251046025103,1981.8912133891213,1.2447698744769875,December,2019
Newport PATH,453.11682242990656,3202.0,40.72722349999908,-74.03375889999887,3360.5560747663553,40.72378526173702,-74.03951838917716,28499.605140186915,1982.677570093458,1.2114485981308412,December,2019
Newport Pkwy,718.0055762081785,3199.0,40.7287447999999,-74.03210820000038,3307.1914498141264,40.72334804305024,-74.03905775541283,28624.301115241637,1982.9256505576209,1.2063197026022305,December,2019
Oakland Ave,533.269406392694,3207.0,40.73760370000009,-74.05247830000006,3443.187214611872,40.73010354880328,-74.05412944452219,28624.465753424658,1987.0502283105022,1.1278538812785388,December,2019
Paulus Hook,889.7637540453075,3184.0,40.71414539999981,-74.0335519,3327.7087378640776,40.71981249530314,-74.04055656682429,28636.119741100323,1979.0906148867314,1.087378640776699,December,2019
Pershing Field,641.9220183486239,3210.0,40.74267714099998,-74.0517886329999,3369.5504587155965,40.73014823033505,-74.05507177210322,28344.211009174312,1983.8532110091744,1.073394495412844,December,2019
Riverview Park,693.202380952381,3196.0,40.74431869999993,-74.04399089999994,3231.0,40.731332937914985,-74.04345632946657,28393.95238095238,1981.5714285714287,1.119047619047619,December,2019
Sip Ave,1216.7617866004962,3195.0,40.730897097862446,-74.06391263008119,3356.0413564929695,40.72502643423959,-74.06779934025329,28519.775847808105,1981.1910669975186,1.1571546732837055,December,2019
Union St,834.7111111111111,3191.0,40.71821129999996,-74.08363939999994,3239.8444444444444,40.72902944821222,-74.0651882908375,28444.31111111111,1981.0666666666666,1.1333333333333333,December,2019
Van Vorst Park,539.0353535353536,3213.0,40.718488919999835,-74.04772662500079,3274.593434343434,40.71956579424291,-74.04382851264734,28576.570707070707,1979.9545454545455,1.1262626262626263,December,2019
Warren St,400.5077821011673,3187.0,40.72112360000021,-74.03805094999986,3323.147859922179,40.72073383159927,-74.040352924393,28591.71206225681,1980.9727626459144,1.1653696498054475,December,2019
Washington St,435.05853658536586,3638.0,40.72429410000029,-74.0354826000002,3293.653658536585,40.72249438262812,-74.03977809447018,28341.919512195123,1983.4609756097561,1.1902439024390243,December,2019
York St,478.1183431952663,3481.0,40.716489999999865,-74.04104999999986,3320.792899408284,40.71916768222245,-74.04259633070211,28450.85798816568,1979.923076923077,1.272189349112426,December,2019
